title,title_link,likes,pub_points,popularity,description,latest_version,latest_version_release_date,provided_license,is_beta_version,sdk,platform,documentation_link,verified_publisher,dependencies,github_link
responsive_framework,https://pub.dev/packages/responsive_framework,2938,160,99,Easily make Flutter apps responsive. Automatically adapt UI to different screen sizes. Responsiveness made simple.,1.4.0,"Feb 25, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://github.com/Codelessly/ResponsiveFramework,https://pub.dev/documentation/responsive_framework/latest/",codelessly.com,"collection,flutter",https://github.com/Codelessly/ResponsiveFramework
auto_route,https://pub.dev/packages/auto_route,2925,160,99,"AutoRoute is a declarative routing solution, where everything needed for navigation is automatically generated for you.",9.1.0,"Jul 31, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/auto_route/latest/,codeness.ly,"collection,flutter,meta,path,web",https://github.com/Milad-Akarie/auto_route_library
location,https://pub.dev/packages/location,2899,160,100,Cross-platform plugin for easy access to device's location in real-time.,7.0.0,"Jun 28, 2024",MIT,,FLUTTER,"ANDROID, IOS, MACOS, WEB",https://pub.dev/documentation/location/latest/,bernos.dev,"flutter,location_platform_interface,location_web",https://github.com/Lyokone/flutterlocation
photo_view,https://pub.dev/packages/photo_view,2877,150,100,Photo View provides a gesture sensitive zoomable widget. Photo View is largely used to show interactive images and other stuff such as SVG.,0.15.0,"Apr 17, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/photo_view/latest/,blue-fire.xyz,flutter,https://github.com/renancaraujo/photo_view
table_calendar,https://pub.dev/packages/table_calendar,2849,160,100,"Highly customizable, feature-packed calendar widget for Flutter.",3.1.2,"Jun 9, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/table_calendar/latest/,unverified uploader,"flutter,intl,simple_gesture_detector",https://github.com/aleksanderwozniak/table_calendar
bloc,https://pub.dev/packages/bloc,2808,160,99,A predictable state management library that helps implement the BLoC (Business Logic Component) design pattern.,8.1.4,"Mar 24, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://bloclibrary.dev/,https://pub.dev/documentation/bloc/latest/",bloclibrary.dev,meta,https://github.com/felangel/bloc/tree/master/packages/bloc
local_auth,https://pub.dev/packages/local_auth,2788,160,100,"Flutter plugin for Android and iOS devices to allow local authentication via fingerprint, touch ID, face ID, passcode, pin, or pattern.",2.2.0,"Feb 21, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, WINDOWS",https://pub.dev/documentation/local_auth/latest/,flutter.dev,"flutter,local_auth_android,local_auth_darwin,local_auth_platform_interface,local_auth_windows",https://github.com/flutter/packages/tree/main/packages/local_auth/local_auth
sliding_up_panel,https://pub.dev/packages/sliding_up_panel,2757,140,99,A draggable Flutter widget that makes implementing a SlidingUpPanel much easier!,2.0.0+1,"Apr 27, 2021",unknown,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/sliding_up_panel/latest/,akshathjain.com,flutter,https://github.com/akshathjain/sliding_up_panel
fluent_ui,https://pub.dev/packages/fluent_ui,2749,150,97,Implements Windows UI in Flutter. Based on the official documentation,4.9.0,"Jun 30, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/fluent_ui/latest/,bdlukaa.dev,"flutter,flutter_localizations,intl,math_expressions,recase,scroll_pos",https://github.com/bdlukaa/fluent_ui
pinput,https://pub.dev/packages/pinput,2683,160,100,"Pin code input (OTP) text field, iOS SMS autofill, Android SMS autofill One Time Code, Password, Passcode, Captcha, Security, Coupon, Wowcher, 2FA, Two step verification",5.0.0,"Jun 7, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pinput/latest/,fman.ge,"flutter,universal_platform",https://github.com/Tkko/Flutter_PinPut
pull_to_refresh,https://pub.dev/packages/pull_to_refresh,2671,140,100,a widget provided to the flutter scroll component drop-down refresh and pull up load.,2.0.0,"May 7, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pull_to_refresh/latest/,unverified uploader,flutter,https://github.com/peng8350/flutter_pulltorefresh
introduction_screen,https://pub.dev/packages/introduction_screen,2650,150,99,Introduction/Onboarding package for flutter app with some customizations possibilities,3.1.14,"Mar 23, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/introduction_screen/latest/,unverified uploader,"collection,dots_indicator,flutter,flutter_keyboard_visibility",https://github.com/pyozer/introduction_screen
convex_bottom_bar,https://pub.dev/packages/convex_bottom_bar,2635,160,98,A Flutter package which implements a ConvexAppBar to show a convex tab in the bottom bar. Theming supported.,3.2.0,"Jan 28, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/convex_bottom_bar/latest/,hacktons.cn,flutter,https://github.com/hacktons/convex_bottom_bar
pdf,https://pub.dev/packages/pdf,2605,160,100,A pdf producer for Dart. It can create pdf files for both web or flutter.,3.11.0,"Jun 26, 2024",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pdf/latest/,nfet.net,"archive,barcode,bidi,crypto,image,meta,path_parsing,vector_math,xml",https://github.com/DavBfr/dart_pdf
flex_color_scheme,https://pub.dev/packages/flex_color_scheme,2587,140,99,A Flutter package to use and make beautiful Material design based themes.,7.3.1,"Aug 17, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://docs.flexcolorscheme.com/,https://pub.dev/documentation/flex_color_scheme/latest/",rydmike.com,"flex_seed_scheme,flutter,meta",https://github.com/rydmike/flex_color_scheme
rxdart,https://pub.dev/packages/rxdart,2541,145,100,"RxDart is an implementation of the popular ReactiveX api for asynchronous programming, leveraging the native Dart Streams api.",0.28.0,"Jun 14, 2024",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/rxdart/latest/,fluttercommunity.dev,,https://github.com/ReactiveX/rxdart
percent_indicator,https://pub.dev/packages/percent_indicator,2510,160,100,"Library that allows you to display progress widgets based on percentage, can be Circular or Linear, you can also customize it to your needs.",4.2.3,"Mar 3, 2023",BSD-2-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/percent_indicator/latest/,diegoveloper.com,flutter,https://github.com/diegoveloper/flutter_percent_indicator/
flutter_form_builder,https://pub.dev/packages/flutter_form_builder,2455,160,99,"This package helps in creation of forms in Flutter by removing the boilerplate code, reusing validation, react to changes, and collect final user input.",9.3.0,"May 25, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_form_builder/latest/,flutterformbuilderecosystem.com,"flutter,intl",https://github.com/flutter-form-builder-ecosystem/flutter_form_builder
device_info_plus,https://pub.dev/packages/device_info_plus,2445,150,100,"Flutter plugin providing detailed information about the device (make, model, etc.), and Android or iOS version the app is running on.",10.1.1,"Jul 29, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/device_info_plus/latest/,fluttercommunity.dev,"device_info_plus_platform_interface,ffi,file,flutter,flutter_web_plugins,meta,web,win32,win32_registry",https://github.com/fluttercommunity/plus_plugins/tree/main/packages/device_info_plus/device_info_plus
flutter_riverpod,https://pub.dev/packages/flutter_riverpod,2377,160,100,A reactive caching and data-binding framework. Riverpod makes working with asynchronous code a breeze.,2.5.1,"Mar 10, 2024",MIT,3.0.0-dev.3,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_riverpod/latest/,dash-overflow.net,"collection,flutter,meta,riverpod,state_notifier",https://github.com/rrousselGit/riverpod
showcaseview,https://pub.dev/packages/showcaseview,2356,160,99,A Flutter package to Showcase/Highlight widgets step by step.,3.0.0,"May 31, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/showcaseview/latest/,simform.com,flutter,https://github.com/simformsolutions/flutter_showcaseview
flutter_inappwebview,https://pub.dev/packages/flutter_inappwebview,2339,150,100,"A Flutter plugin that allows you to add an inline webview, to use an headless webview, and to open an in-app browser window.",6.0.0,"Dec 25, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS, MACOS, WEB",https://pub.dev/documentation/flutter_inappwebview/latest/,inappwebview.dev,"flutter,flutter_inappwebview_android,flutter_inappwebview_ios,flutter_inappwebview_macos,flutter_inappwebview_platform_interface,flutter_inappwebview_web",https://github.com/pichillilorenzo/flutter_inappwebview
flutter_rating_bar,https://pub.dev/packages/flutter_rating_bar,2275,160,100,"A simple yet fully customizable ratingbar for flutter which also include a rating bar indicator, supporting any fraction of rating.",4.0.1,"May 18, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_rating_bar/latest/,sarbagyastha.com.np,flutter,https://github.com/sarbagyastha/flutter_rating_bar
uuid,https://pub.dev/packages/uuid,2275,160,100,"RFC4122 (v1, v4, v5, v6, v7, v8) UUID Generator and Parser for Dart",4.4.2,"Jul 11, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://daegalus.github.io/dart-uuid/index.html,https://pub.dev/documentation/uuid/latest/",yuli.dev,"crypto,fixnum,meta,sprintf",https://github.com/Daegalus/dart-uuid
getwidget,https://pub.dev/packages/getwidget,2260,150,99,GetWidget is open source library that come with pre-build 1000+ UI components. It makes development faster & more enjoyable. You can customize the component as per your need.,4.0.0,"Aug 24, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/getwidget/latest/,getwidget.dev,flutter,https://github.com/ionicfirebaseapp/getwidget
package_info_plus,https://pub.dev/packages/package_info_plus,2225,160,100,"Flutter plugin for querying information about the application package, such as CFBundleVersion on iOS or versionCode on Android.",8.0.1,"Jul 29, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/package_info_plus/latest/,fluttercommunity.dev,"clock,ffi,flutter,flutter_web_plugins,http,meta,package_info_plus_platform_interface,path,web,win32",https://github.com/fluttercommunity/plus_plugins/tree/main/packages/package_info_plus/package_info_plus
google_mobile_ads,https://pub.dev/packages/google_mobile_ads,2203,160,100,"Flutter plugin for Google Mobile Ads, supporting banner, interstitial (full-screen), rewarded and native ads",5.1.0,"May 8, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/google_mobile_ads/latest/,google.dev,"flutter,meta,webview_flutter,webview_flutter_android,webview_flutter_wkwebview",https://github.com/googleads/googleads-mobile-flutter/tree/main/packages/google_mobile_ads
camera,https://pub.dev/packages/camera,2160,160,100,"A Flutter plugin for controlling the camera. Supports previewing the camera feed, capturing images and video, and streaming image buffers to Dart.",0.11.0+1,"May 29, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, WEB",https://pub.dev/documentation/camera/latest/,flutter.dev,"camera_android_camerax,camera_avfoundation,camera_platform_interface,camera_web,flutter,flutter_plugin_android_lifecycle",https://github.com/flutter/packages/tree/main/packages/camera/camera
isar,https://pub.dev/packages/isar,2145,140,98,"Extremely fast, easy to use, and fully async NoSQL database for Flutter.",3.1.0+1,"Apr 25, 2023",Apache-2.0,4.0.0-dev.14,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://isar.dev/,https://pub.dev/documentation/isar/latest/",isar.dev,"ffi,js,meta",https://github.com/isar/isar/tree/main/packages/isar
image_cropper,https://pub.dev/packages/image_cropper,2136,150,100,"A Flutter plugin for Android, iOS and Web supports cropping images",8.0.1,"Jul 31, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, WEB",https://pub.dev/documentation/image_cropper/latest/,hunghd.dev,"flutter,image_cropper_for_web,image_cropper_platform_interface",https://github.com/hnvn/flutter_image_cropper
pin_code_fields,https://pub.dev/packages/pin_code_fields,2132,150,100,A flutter package which will help you to generate pin code fields. Can be useful for OTP for example.,8.0.1,"Jun 24, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pin_code_fields/latest/,theadar.xyz,flutter,https://github.com/adar2378/pin_code_fields
persistent_bottom_nav_bar,https://pub.dev/packages/persistent_bottom_nav_bar,2120,150,99,A highly customizable persistent/static bottom navigation bar for flutter. Includes up-to 20 styles.,6.2.1,"Jul 11, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/persistent_bottom_nav_bar/latest/,unverified uploader,flutter,https://github.com/BilalShahid13/PersistentBottomNavBar
flutter_hooks,https://pub.dev/packages/flutter_hooks,2118,150,99,A flutter implementation of React hooks. It adds a new kind of widget with enhanced code reuse.,0.20.5,"Feb 5, 2024",MIT,0.21.1-pre.3,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_hooks/latest/,dash-overflow.net,flutter,https://github.com/rrousselGit/flutter_hooks/tree/master/packages/flutter_hooks
flutter_easyloading,https://pub.dev/packages/flutter_easyloading,2064,150,100,"A clean and lightweight loading/toast widget for Flutter, Easy to use without context, Support iOS、Android and Web",3.0.5,"May 23, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_easyloading/latest/,unverified uploader,"flutter,flutter_spinkit",https://github.com/nslogx/flutter_easyloading
qr_code_scanner,https://pub.dev/packages/qr_code_scanner,2050,130,100,QR code scanner that can be embedded inside flutter. It uses zxing in Android and MTBBarcode scanner in iOS.,1.0.1,"Aug 15, 2022",BSD-2-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/qr_code_scanner/latest/,unverified uploader,"flutter,flutter_web_plugins,js",https://github.com/juliuscanute/qr_code_scanner
in_app_purchase,https://pub.dev/packages/in_app_purchase,2033,160,99,A Flutter plugin for in-app purchases. Exposes APIs for making in-app purchases through the App Store and Google Play.,3.2.0,"Apr 17, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/in_app_purchase/latest/,flutter.dev,"flutter,in_app_purchase_android,in_app_purchase_platform_interface,in_app_purchase_storekit",https://github.com/flutter/packages/tree/main/packages/in_app_purchase/in_app_purchase
qr_flutter,https://pub.dev/packages/qr_flutter,2003,150,100,QR.Flutter is a Flutter library for simple and fast QR code rendering via a Widget or custom painter.,4.1.0,"May 14, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/qr_flutter/latest/,theyakka.com,"flutter,qr",https://github.com/theyakka/qr.flutter
upgrader,https://pub.dev/packages/upgrader,1981,160,99,Flutter package for prompting users to upgrade when there is a newer version of the app in the store.,10.3.0,"May 1, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/upgrader/latest/,larryaasen.com,"device_info_plus,flutter,html,http,os_detect,package_info_plus,shared_preferences,url_launcher,version,xml",https://github.com/larryaasen/upgrader
